"Element","Area","Type","Control System Name","Sector","Sector Location","Keyword","SumL (m)","Linac Z (m)","Beampath"
"K24_1B","L2","MAD","KLYS:LI24:11","S24","","LCAV","326.6836376","2341.36615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_1C","L2","MAD","KLYS:LI24:11","S24","","LCAV","329.7277376","2344.41025","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_1D","L2","MAD","KLYS:LI24:11","S24","","LCAV","332.7718376","2347.45435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24201","L2","MAD","BPMS:LI24:201","S24","","BPM","334.3814876","2349.064","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24201","L2","MAD","QUAD:LI24:201","S24","","QUAD","334.3814876","2349.064","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24202","L2","MAD","XCOR:LI24:202","S24","","XCOR","334.8334876","2349.516","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24203","L2","MAD","YCOR:LI24:203","S24","","YCOR","335.1144876","2349.797","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2A","L2","MAD","KLYS:LI24:21","S24","","LCAV","335.9839376","2350.66645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2B","L2","MAD","KLYS:LI24:21","S24","","LCAV","339.0280376","2353.71055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2C","L2","MAD","KLYS:LI24:21","S24","","LCAV","342.0721376","2356.75465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_2D","L2","MAD","KLYS:LI24:21","S24","","LCAV","345.1162376","2359.79875","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24301","L2","MAD","BPMS:LI24:301","S24","","BPM","346.7258876","2361.4084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24301","L2","MAD","QUAD:LI24:301","S24","","QUAD","346.7258876","2361.4084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24302","L2","MAD","XCOR:LI24:302","S24","","XCOR","347.1374876","2361.82","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24303","L2","MAD","YCOR:LI24:303","S24","","YCOR","347.3874876","2362.07","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3A","L2","MAD","KLYS:LI24:31","S24","","LCAV","348.3283376","2363.01085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3B","L2","MAD","KLYS:LI24:31","S24","","LCAV","351.3724376","2366.05495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3C","L2","MAD","KLYS:LI24:31","S24","","LCAV","354.4165376","2369.09905","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_3D","L2","MAD","KLYS:LI24:31","S24","","LCAV","357.4606376","2372.14315","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24401","L2","MAD","BPMS:LI24:401","S24","","BPM","359.0702876","2373.7528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24401","L2","MAD","QUAD:LI24:401","S24","","QUAD","359.0702876","2373.7528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24402","L2","MAD","XCOR:LI24:402","S24","","XCOR","359.4774876","2374.16","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24403","L2","MAD","YCOR:LI24:403","S24","","YCOR","359.7822876","2374.4648","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4A","L2","MAD","KLYS:LI24:41","S24","","LCAV","360.6727376","2375.35525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4B","L2","MAD","KLYS:LI24:41","S24","","LCAV","363.7168376","2378.39935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4C","L2","MAD","KLYS:LI24:41","S24","","LCAV","366.7609376","2381.44345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_4D","L2","MAD","KLYS:LI24:41","S24","","LCAV","369.8050376","2384.48755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24501","L2","MAD","BPMS:LI24:501","S24","","BPM","371.4146876","2386.0972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24501","L2","MAD","QUAD:LI24:501","S24","","QUAD","371.4146876","2386.0972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24502","L2","MAD","XCOR:LI24:502","S24","","XCOR","371.8274876","2386.51","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24503","L2","MAD","YCOR:LI24:503","S24","","YCOR","372.1322876","2386.8148","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5A","L2","MAD","KLYS:LI24:51","S24","","LCAV","373.0171376","2387.69965","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5B","L2","MAD","KLYS:LI24:51","S24","","LCAV","376.0612376","2390.74375","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5C","L2","MAD","KLYS:LI24:51","S24","","LCAV","379.1053376","2393.78785","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_5D","L2","MAD","KLYS:LI24:51","S24","","LCAV","382.1494376","2396.83195","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24601","L2","MAD","BPMS:LI24:601","S24","","BPM","383.7590876","2398.4416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24601","L2","MAD","QUAD:LI24:601","S24","","QUAD","383.7590876","2398.4416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24602","L2","MAD","XCOR:LI24:602","S24","","XCOR","384.1674876","2398.85","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24603","L2","MAD","YCOR:LI24:603","S24","","YCOR","384.4722876","2399.1548","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6A","L2","MAD","KLYS:LI24:61","S24","","LCAV","385.3615376","2400.04405","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6B","L2","MAD","KLYS:LI24:61","S24","","LCAV","388.4056376","2403.08815","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6C","L2","MAD","KLYS:LI24:61","S24","","LCAV","391.4497376","2406.13225","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K24_6D","L2","MAD","KLYS:LI24:61","S24","","LCAV","394.4938376","2409.17635","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24702","L2","MAD","XCOR:LI24:702","S24","","XCOR","395.3038876","2409.9864","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24703","L2","MAD","YCOR:LI24:703","S24","","YCOR","395.6086876","2410.2912","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24701A","BC2","MAD","QUAD:LI24:701","S24","","QUAD","396.1034876","2410.786","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24701","BC2","MAD","BPMS:LI24:701","S24","","BPM","396.3372876","2411.0198","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24701B","BC2","MAD","QUAD:LI24:702","S24","","QUAD","396.3372876","2411.0198","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"WS24","BC2","MAD","WIRE:LI24:705","S24","","WIRE","396.7664876","2411.449","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"IMBC2I","BC2","MAD","TORO:LI24:707","S24","","IMON","396.9594876","2411.642","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"QM21","BC2","MAD","QUAD:LI24:713","S24","","QUAD","398.1441882","2412.826701","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BX21","BC2","MAD","BEND:LI24:720","S24","","BEND","398.9838014","2413.6663","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"CQ21","BC2","MAD","QUAD:LI24:740","S24","","QUAD","401.2690777","2415.950268","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BX22","BC2","MAD","BEND:LI24:790","S24","","BEND","409.3991432","2424.0755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPMS21","BC2","MAD","BPMS:LI24:801","S24","","BPM","410.053482","2424.729825","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"CE21","BC2","MAD","COLL:LI24:805","S24","","COLL","410.217942","2424.894285","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"OTR21","BC2","MAD","OTRS:LI24:807","S24","","PROF","410.400548","2425.076891","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BX23","BC2","MAD","BEND:LI24:810","S24","","BEND","411.0407708","2425.7171","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"CQ22","BC2","MAD","QUAD:LI24:860","S24","","QUAD","419.1708362","2433.842333","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BX24","BC2","MAD","BEND:LI24:880","S24","","BEND","421.4561126","2436.1263","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BL21","BC2","MAD","BLEN:LI24:886","S24","","BLMO","422.2458264","2436.916","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"QM22","BC2","MAD","QUAD:LI24:892","S24","HOUSING","QUAD","422.6409264","2437.3111","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM24901","BC2","MAD","BPMS:LI24:901","S24","","BPM","423.3029264","2437.9731","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24901A","BC2","MAD","QUAD:LI24:901","S24","","QUAD","423.3029264","2437.9731","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q24901B","BC2","MAD","QUAD:LI24:902","S24","","QUAD","423.5160264","2438.1862","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC24900","L3","MAD","XCOR:LI24:900","S25","","XCOR","424.0548264","2438.725","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC24900","L3","MAD","YCOR:LI24:900","S25","","YCOR","424.3798264","2439.05","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_1A","L3","MAD","KLYS:LI25:11","S25","","LCAV","425.2518764","2439.92205","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_1B","L3","MAD","KLYS:LI25:11","S25","","LCAV","428.2959764","2442.96615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_1D","L3","MAD","KLYS:LI25:11","S25","","LCAV","434.3841764","2449.05435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25201","L3","MAD","BPMS:LI25:201","S25","","BPM","435.9938264","2450.664","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25201","L3","MAD","QUAD:LI25:201","S25","","QUAD","435.9938264","2450.664","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25202","L3","MAD","XCOR:LI25:202","S25","","XCOR","436.5272264","2451.1974","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25203","L3","MAD","YCOR:LI25:203","S25","","YCOR","436.8447264","2451.5149","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_2A","L3","MAD","KLYS:LI25:21","S25","","LCAV","437.5962764","2452.26645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_2B","L3","MAD","KLYS:LI25:21","S25","","LCAV","440.6403764","2455.31055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_2C","L3","MAD","KLYS:LI25:21","S25","","LCAV","443.6844764","2458.35465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"IMBC2O","L3","MAD","TORO:LI25:235","S25","","IMON","445.2712264","2459.9414","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"TCAV3","L3","MAD","TCAV:LI24:800","S25","","LCAV","446.7561264","2461.4263","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25301","L3","MAD","BPMS:LI25:301","S25","","BPM","448.3382264","2463.0084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25301","L3","MAD","QUAD:LI25:301","S25","","QUAD","448.3382264","2463.0084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25302","L3","MAD","XCOR:LI25:302","S25","","XCOR","448.7498264","2463.42","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25303","L3","MAD","YCOR:LI25:303","S25","","YCOR","449.1002264","2463.7704","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_3A","L3","MAD","KLYS:LI25:31","S25","","LCAV","449.9406764","2464.61085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_3B","L3","MAD","KLYS:LI25:31","S25","","LCAV","452.9847764","2467.65495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_3C","L3","MAD","KLYS:LI25:31","S25","","LCAV","456.0288764","2470.69905","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"PH03","L3","MAD","PCAV:LI25:300","S25","","INST","458.1499264","2472.8201","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BL22","L3","MAD","BLEN:LI25:340","S25","","BLMO","458.7090264","2473.3792","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BXKIK","L3","MAD","KICK:LI25:344","S25","","BEND","459.8538264","2474.524","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25401","L3","MAD","BPMS:LI25:401","S25","","BPM","460.6826264","2475.3528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25401","L3","MAD","QUAD:LI25:401","S25","","QUAD","460.6826264","2475.3528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25402","L3","MAD","XCOR:LI25:402","S25","","XCOR","461.0898264","2475.76","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25403","L3","MAD","YCOR:LI25:403","S25","","YCOR","461.3398264","2476.01","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4A","L3","MAD","KLYS:LI25:41","S25","","LCAV","462.2850764","2476.95525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4B","L3","MAD","KLYS:LI25:41","S25","","LCAV","465.3291764","2479.99935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4C","L3","MAD","KLYS:LI25:41","S25","","LCAV","468.3732764","2483.04345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_4D","L3","MAD","KLYS:LI25:41","S25","","LCAV","471.4173764","2486.08755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25501","L3","MAD","BPMS:LI25:501","S25","","BPM","473.0270264","2487.6972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25501","L3","MAD","QUAD:LI25:501","S25","","QUAD","473.0270264","2487.6972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25502","L3","MAD","XCOR:LI25:502","S25","","XCOR","473.4342264","2488.1044","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25503","L3","MAD","YCOR:LI25:503","S25","","YCOR","473.6842264","2488.3544","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5A","L3","MAD","KLYS:LI25:51","S25","","LCAV","474.6294764","2489.29965","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5B","L3","MAD","KLYS:LI25:51","S25","","LCAV","477.6735764","2492.34375","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5C","L3","MAD","KLYS:LI25:51","S25","","LCAV","480.7176764","2495.38785","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_5D","L3","MAD","KLYS:LI25:51","S25","","LCAV","483.7617764","2498.43195","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25601","L3","MAD","BPMS:LI25:601","S25","","BPM","485.3714264","2500.0416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25601","L3","MAD","QUAD:LI25:601","S25","","QUAD","485.3714264","2500.0416","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25602","L3","MAD","XCOR:LI25:602","S25","","XCOR","485.7798264","2500.45","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25603","L3","MAD","YCOR:LI25:603","S25","","YCOR","486.1620264","2500.8322","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6A","L3","MAD","KLYS:LI25:61","S25","","LCAV","486.9738764","2501.64405","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6B","L3","MAD","KLYS:LI25:61","S25","","LCAV","490.0179764","2504.68815","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6C","L3","MAD","KLYS:LI25:61","S25","","LCAV","493.0620764","2507.73225","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_6D","L3","MAD","KLYS:LI25:61","S25","","LCAV","496.1061764","2510.77635","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25701","L3","MAD","BPMS:LI25:701","S25","","BPM","497.7158264","2512.386","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25701","L3","MAD","QUAD:LI25:701","S25","","QUAD","497.7158264","2512.386","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25702","L3","MAD","XCOR:LI25:702","S25","","XCOR","498.1298264","2512.8","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25703","L3","MAD","YCOR:LI25:703","S25","","YCOR","498.3798264","2513.05","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7A","L3","MAD","KLYS:LI25:71","S25","","LCAV","499.3182764","2513.98845","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7B","L3","MAD","KLYS:LI25:71","S25","","LCAV","502.3623764","2517.03255","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7C","L3","MAD","KLYS:LI25:71","S25","","LCAV","505.4064764","2520.07665","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_7D","L3","MAD","KLYS:LI25:71","S25","","LCAV","508.4505764","2523.12075","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25801","L3","MAD","BPMS:LI25:801","S25","","BPM","510.0602264","2524.7304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25801","L3","MAD","QUAD:LI25:801","S25","","QUAD","510.0602264","2524.7304","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25802","L3","MAD","XCOR:LI25:802","S25","","XCOR","510.4698264","2525.14","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25803","L3","MAD","YCOR:LI25:803","S25","","YCOR","510.7198264","2525.39","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8A","L3","MAD","KLYS:LI25:81","S25","","LCAV","511.6626764","2526.33285","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8B","L3","MAD","KLYS:LI25:81","S25","","LCAV","514.7067764","2529.37695","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8C","L3","MAD","KLYS:LI25:81","S25","","LCAV","517.7508764","2532.42105","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K25_8D","L3","MAD","KLYS:LI25:81","S25","","LCAV","520.7949764","2535.46515","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC25900","L3","MAD","XCOR:LI25:900","S25","","XCOR","521.6598264","2536.33","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC25900","L3","MAD","YCOR:LI25:900","S25","","YCOR","521.9098264","2536.58","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM25901","L3","MAD","BPMS:LI25:901","S25","","BPM","522.6452264","2537.3154","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q25901","L3","MAD","QUAD:LI25:901","S25","","QUAD","522.6452264","2537.3154","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"OTR_TCAV","L3","MAD","OTRS:LI25:920","S25","","PROF","523.2018264","2537.872","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1A","L3","MAD","KLYS:LI26:11","S26","","LCAV","526.8518764","2541.52205","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1B","L3","MAD","KLYS:LI26:11","S26","","LCAV","529.8959764","2544.56615","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1C","L3","MAD","KLYS:LI26:11","S26","","LCAV","532.9400764","2547.61025","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_1D","L3","MAD","KLYS:LI26:11","S26","","LCAV","535.9841764","2550.65435","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26201","L3","MAD","BPMS:LI26:201","S26","","BPM","537.5938264","2552.264","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26201","L3","MAD","QUAD:LI26:201","S26","","QUAD","537.5938264","2552.264","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26202","L3","MAD","XCOR:LI26:202","S26","","XCOR","537.9998264","2552.67","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26203","L3","MAD","YCOR:LI26:203","S26","","YCOR","538.3717264","2553.0419","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2A","L3","MAD","KLYS:LI26:21","S26","","LCAV","539.1962764","2553.86645","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2B","L3","MAD","KLYS:LI26:21","S26","","LCAV","542.2403764","2556.91055","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2C","L3","MAD","KLYS:LI26:21","S26","","LCAV","545.2844764","2559.95465","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_2D","L3","MAD","KLYS:LI26:21","S26","","LCAV","548.3285764","2562.99875","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26301","L3","MAD","BPMS:LI26:301","S26","","BPM","549.9382264","2564.6084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26301","L3","MAD","QUAD:LI26:301","S26","","QUAD","549.9382264","2564.6084","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26302","L3","MAD","XCOR:LI26:302","S26","","XCOR","550.3498264","2565.02","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26303","L3","MAD","YCOR:LI26:303","S26","","YCOR","550.5998264","2565.27","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3A","L3","MAD","KLYS:LI26:31","S26","","LCAV","551.5406764","2566.21085","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3B","L3","MAD","KLYS:LI26:31","S26","","LCAV","554.5847764","2569.25495","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3C","L3","MAD","KLYS:LI26:31","S26","","LCAV","557.6288764","2572.29905","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_3D","L3","MAD","KLYS:LI26:31","S26","","LCAV","560.6729764","2575.34315","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26401","L3","MAD","BPMS:LI26:401","S26","","BPM","562.2826264","2576.9528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"Q26401","L3","MAD","QUAD:LI26:401","S26","","QUAD","562.2826264","2576.9528","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"XC26402","L3","MAD","XCOR:LI26:402","S26","","XCOR","562.6898264","2577.36","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"YC26403","L3","MAD","YCOR:LI26:403","S26","","YCOR","562.9398264","2577.61","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4A","L3","MAD","KLYS:LI26:41","S26","","LCAV","563.8850764","2578.55525","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4B","L3","MAD","KLYS:LI26:41","S26","","LCAV","566.9291764","2581.59935","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4C","L3","MAD","KLYS:LI26:41","S26","","LCAV","569.9732764","2584.64345","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"K26_4D","L3","MAD","KLYS:LI26:41","S26","","LCAV","573.0173764","2587.68755","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
"BPM26501","L3","MAD","BPMS:LI26:501","S26","","BPM","574.6270264","2589.2972","CU_ALINE, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR, "
